price_eth,price_usd,transaction_date,seller_address,background,eyes,mouth,clothes
0.034,45.1216320068538,2022-09-25T04:55:11,634,14,18,7,5
0.051,67.92201927430756,2022-09-25T04:48:11,405,20,19,16,17
0.0011,1.4598175061040937,2022-09-25T04:55:47,1048,16,17,6,14
0.014,18.503093670873337,2022-09-25T02:25:23,972,18,20,19,17
0.0015,1.9811411910804697,2022-09-25T01:42:35,556,13,0,15,22
0.04,53.08427294923977,2022-09-25T04:57:47,743,1,14,4,16
0.0011,1.4598175061040937,2022-09-25T04:57:47,1048,14,19,19,26
0.008,10.616854589847954,2022-09-25T04:58:11,131,20,12,1,10
0.1525,201.5515560577274,2022-09-25T02:10:23,1049,15,4,0,24
0.0039,5.175716612550877,2022-09-25T04:58:35,894,16,5,9,16
0.00449,5.958709638552164,2022-09-25T04:59:35,212,3,1,17,20
0.00148,1.9641180991218716,2022-09-25T05:00:23,744,8,7,17,7
0.01399,18.56622446399661,2022-09-25T05:00:23,540,4,7,10,24
0.009,11.943961413578949,2022-09-25T05:00:23,265,18,0,15,16
2.49,3304.495991090176,2022-09-25T05:01:47,951,0,6,0,16
0.002,2.6542136474619884,2022-09-25T05:01:47,238,17,0,10,16
0.065,86.26194354251463,2022-09-25T05:01:47,654,20,19,8,25
0.0045,5.978729629128172,2022-09-25T05:02:23,863,15,25,11,24
0.0008,1.062885267400564,2022-09-25T05:02:23,978,13,19,0,17
0.0012,1.594327901100846,2022-09-25T05:02:35,488,16,18,19,25
0.0011,1.4614672426757755,2022-09-25T05:02:35,1048,17,24,19,3
0.0198,26.30641036816396,2022-09-25T05:03:11,258,15,2,11,8
1.05,1387.7320253155,2022-09-25T02:54:11,251,22,22,0,0
0.0109,14.481811768332683,2022-09-25T05:03:47,551,20,23,5,5
0.0013,1.7271885595259164,2022-09-25T05:03:59,667,5,11,17,6
0.8,1062.885267400564,2022-09-25T05:03:59,775,22,0,0,6
0.0119,15.81041835258339,2022-09-25T05:04:23,258,14,11,19,22
0.03,39.85819752752115,2022-09-25T05:04:59,536,23,16,18,25
0.01,13.28606584250705,2022-09-25T05:05:23,49,20,19,0,25
0.05,66.43032921253526,2022-09-25T05:05:47,345,0,24,10,5
0.019,25.2435251007634,2022-09-25T05:06:11,628,5,15,13,16
0.0012,1.594327901100846,2022-09-25T05:06:47,886,0,0,17,17
0.01,13.28606584250705,2022-09-25T05:06:59,840,0,0,0,16
0.0,0.0,2022-09-25T05:08:23,746,15,18,13,25
0.1049,139.70627101715417,2022-09-25T04:56:47,890,15,25,19,0
0.0433,57.52866509805553,2022-09-25T05:09:23,535,15,0,3,16
0.0041,5.44728699542789,2022-09-25T05:09:59,147,16,25,18,9
0.0011,1.4614672426757755,2022-09-25T05:10:35,1048,14,22,19,15
0.0012,1.594327901100846,2022-09-25T05:10:35,488,15,24,19,23
0.001,1.328606584250705,2022-09-25T05:10:35,550,21,0,0,16
0.0569,75.59771464386512,2022-09-25T05:10:47,443,15,12,12,4
0.0,0.0,2022-09-25T05:11:35,941,17,18,16,25
0.08,106.2885267400564,2022-09-25T05:11:35,734,23,6,0,16
0.0022,2.922934485351551,2022-09-25T05:12:23,20,20,16,18,15
0.002,2.65721316850141,2022-09-25T05:12:23,816,16,16,1,2
0.11625,153.64175994564465,2022-09-25T02:37:35,936,16,11,18,25
0.0023,3.055795143776621,2022-09-25T05:12:23,303,23,20,9,17
0.001,1.3225424856902543,2022-09-25T02:37:35,971,15,8,18,19
0.0028,3.720098435901974,2022-09-25T05:12:23,897,17,19,5,22
0.0019,2.5243525100763398,2022-09-25T05:12:23,353,20,17,18,24
0.0019,2.5243525100763398,2022-09-25T05:12:23,410,17,18,18,2
0.0021,2.7900738269264806,2022-09-25T05:12:23,131,18,4,7,17
0.002,2.65721316850141,2022-09-25T05:12:23,816,16,24,18,24
0.0125,16.607582303133814,2022-09-25T05:12:35,527,15,24,1,17
0.0011,1.4614672426757755,2022-09-25T05:12:47,1048,20,26,1,11
0.0012,1.594327901100846,2022-09-25T05:12:47,488,15,27,19,17
0.0012,1.594327901100846,2022-09-25T05:12:47,488,20,18,10,25
0.0585,77.72348517866624,2022-09-25T05:13:47,245,19,1,21,6
0.0019,2.5243525100763398,2022-09-25T05:13:59,809,16,18,12,26
0.0013,1.7271885595259164,2022-09-25T05:13:59,800,15,20,5,19
0.002,2.65721316850141,2022-09-25T05:13:59,134,20,17,2,5
0.002,2.65721316850141,2022-09-25T05:13:59,919,18,20,18,24
0.0022,2.922934485351551,2022-09-25T05:13:59,39,23,18,5,20
0.002,2.65721316850141,2022-09-25T05:13:59,816,14,24,9,15
0.002,2.65721316850141,2022-09-25T05:13:59,945,20,23,6,25
0.0015,1.992909876376057,2022-09-25T05:13:59,266,15,27,7,23
0.002,2.643299095839048,2022-09-25T02:35:11,704,18,20,6,24
0.0012,1.594327901100846,2022-09-25T05:13:59,91,14,18,19,25
0.0022,2.922934485351551,2022-09-25T05:13:59,131,15,21,18,20
0.426249999999,567.6815826589348,2022-09-25T04:21:59,83,15,2,18,4
0.002,2.65721316850141,2022-09-25T05:13:59,945,16,26,19,17
0.015,19.906602355964917,2022-09-25T04:47:35,731,23,27,1,17
0.003,3.985819752752115,2022-09-25T05:14:47,1003,23,21,0,17
0.0013999999999999,1.8600492179509844,2022-09-25T05:14:47,674,20,18,20,17
0.002,2.65721316850141,2022-09-25T05:15:11,523,15,8,5,24
0.002,2.65721316850141,2022-09-25T05:15:11,523,23,2,1,25
0.002,2.65721316850141,2022-09-25T05:15:11,523,18,16,12,5
0.0025,3.3215164606267624,2022-09-25T05:15:11,486,14,16,18,25
0.002,2.65721316850141,2022-09-25T05:15:11,945,15,25,18,2
0.0265,35.20807448264368,2022-09-25T05:15:11,579,3,6,13,7
0.002,2.65721316850141,2022-09-25T05:15:11,284,16,25,18,2
0.002,2.65721316850141,2022-09-25T05:15:11,523,16,26,7,15
0.0025,3.3215164606267624,2022-09-25T05:15:11,486,15,17,19,5
0.002,2.65721316850141,2022-09-25T05:15:11,523,20,12,7,23
0.0018999999999999,2.5243525100763367,2022-09-25T05:15:59,34,15,22,18,12
0.0,0.0,2022-09-25T05:16:35,301,15,0,10,17
0.0032,4.251541069602256,2022-09-25T05:16:59,228,0,0,13,16
0.0007,0.9300246089754935,2022-09-25T05:17:59,465,13,7,10,19
0.0006,0.797163950550423,2022-09-25T05:17:59,465,13,0,0,24
0.0018999999999999,2.5243525100763367,2022-09-25T05:18:11,34,16,12,5,20
0.066,87.68803456054653,2022-09-25T05:18:11,581,6,6,16,25
0.0016,2.125770534801128,2022-09-25T05:18:47,512,17,22,7,5
0.0,0.0,2022-09-25T05:18:59,257,14,7,10,26
0.0198,26.30641036816396,2022-09-25T05:18:59,1011,20,27,9,25
0.0046,6.111590287553243,2022-09-25T05:19:11,1014,4,10,17,10
1.435,1906.5504483997615,2022-09-25T05:19:23,7,3,0,17,16
0.015,19.92909876376057,2022-09-25T05:19:35,749,1,7,0,5
0.02,26.5721316850141,2022-09-25T05:19:35,30,23,7,0,14
0.02,26.5721316850141,2022-09-25T05:19:35,979,1,6,16,27
0.02,26.5721316850141,2022-09-25T05:19:35,706,15,6,9,12
0.02,26.5721316850141,2022-09-25T05:19:35,691,18,0,16,17
0.02,26.5721316850141,2022-09-25T05:19:35,996,19,7,13,6
0.015,19.92909876376057,2022-09-25T05:19:35,781,16,0,14,17
0.0041,5.44728699542789,2022-09-25T05:20:11,147,15,18,13,4
0.0,0.0,2022-09-25T05:20:35,991,0,0,0,16
0.051,67.75893579678595,2022-09-25T05:20:35,776,16,18,18,18
0.0014,1.860049217950987,2022-09-25T05:20:35,667,6,9,17,14
0.018,23.91491851651269,2022-09-25T05:20:35,476,0,0,17,16
0.05,66.43032921253526,2022-09-25T05:20:35,776,16,21,8,25
0.0038,5.048705020152679,2022-09-25T05:20:47,837,18,4,7,5
0.002,2.65721316850141,2022-09-25T05:20:47,670,20,23,16,5
1.25,1650.7463029865553,2022-09-25T03:10:59,124,15,17,18,2
0.015,19.92909876376057,2022-09-25T05:21:35,903,0,6,0,0
0.0015,1.992909876376057,2022-09-25T05:21:35,57,8,7,17,10
0.0074,9.831688723455215,2022-09-25T05:21:35,269,23,17,19,23
0.0188,24.97780378391325,2022-09-25T05:21:35,398,2,7,17,18
0.0018999999999999,2.5243525100763367,2022-09-25T05:21:47,437,18,18,18,3
0.0018999999999999,2.5243525100763367,2022-09-25T05:21:47,34,15,17,18,22
0.05,66.59021497481133,2022-09-25T04:49:59,405,15,0,0,16
0.0584,77.59062452024118,2022-09-25T05:22:23,411,17,4,1,26
0.0398,52.87854205317806,2022-09-25T05:22:59,81,1,12,14,16
0.06,79.7163950550423,2022-09-25T05:22:59,553,15,19,1,19
0.0045,5.978729629128172,2022-09-25T05:22:59,41,0,0,10,16
0.014,18.60049217950987,2022-09-25T05:23:11,1047,14,17,18,21
0.00466,6.191306682608285,2022-09-25T05:23:35,147,15,19,18,19
0.015,19.92909876376057,2022-09-25T05:23:59,205,16,27,19,1
0.002,2.65721316850141,2022-09-25T05:24:23,670,23,11,12,1
0.0018999999999999,2.5243525100763367,2022-09-25T05:24:23,34,20,22,18,1
0.0043,5.713008312278031,2022-09-25T05:24:23,468,21,0,4,0
0.0051,6.775893579678596,2022-09-25T05:24:23,462,14,18,11,23
0.18,239.1491851651269,2022-09-25T05:24:47,973,1,0,0,0
0.13,172.52388708502926,2022-09-25T04:12:11,843,0,0,0,16
0.0077,10.230270698730427,2022-09-25T05:26:35,1039,18,21,9,3
0.0138,18.23876376128943,2022-09-25T02:40:11,254,16,15,11,16
0.06,79.7163950550423,2022-09-25T05:27:35,930,23,24,9,17
0.0,0.0,2022-09-25T05:27:47,549,15,0,16,24
0.04,53.1442633700282,2022-09-25T05:27:47,268,17,25,16,16
0.039999,53.14293476344395,2022-09-25T05:27:47,208,1,14,14,16
0.002,2.65721316850141,2022-09-25T05:27:47,523,17,21,18,20
0.002,2.65721316850141,2022-09-25T05:27:47,670,15,26,11,2
0.002,2.65721316850141,2022-09-25T05:27:47,670,18,17,9,26
0.002,2.65721316850141,2022-09-25T05:27:47,670,14,21,1,2
0.075,99.19068642676908,2022-09-25T02:25:11,612,15,21,12,17
0.002,2.65721316850141,2022-09-25T05:27:47,670,16,24,18,3
0.00099,1.315320518408198,2022-09-25T05:28:35,364,15,12,0,17
0.002,2.65721316850141,2022-09-25T05:28:47,284,15,20,20,26
0.002,2.65721316850141,2022-09-25T05:28:47,284,23,2,5,26
0.004,5.31442633700282,2022-09-25T05:29:35,739,15,16,18,6
0.0988,131.26633052396966,2022-09-25T05:30:35,558,0,0,12,16
0.041,54.472869954278906,2022-09-25T05:30:59,510,1,14,4,16
0.0038,5.048705020152679,2022-09-25T05:30:59,468,15,6,11,18
0.06,79.7163950550423,2022-09-25T05:31:23,1016,21,5,10,16
0.01,13.28606584250705,2022-09-25T05:31:47,859,16,23,19,20
0.0025,3.3215164606267624,2022-09-25T05:33:11,437,18,19,18,22
0.0119,15.81041835258339,2022-09-25T05:33:11,818,18,20,20,25
0.02,26.5721316850141,2022-09-25T05:33:35,220,16,0,0,0
0.0169,22.453451273836915,2022-09-25T05:33:59,155,17,24,18,3
0.0,0.0,2022-09-25T05:34:23,36,20,8,8,18
3.33,4424.259925554848,2022-09-25T05:34:47,195,0,0,10,7
0.075,99.64549381880288,2022-09-25T05:34:47,1044,20,4,10,21
0.0023,3.055795143776621,2022-09-25T05:34:59,824,15,17,1,23
0.0023,3.055795143776621,2022-09-25T05:34:59,20,18,17,9,17
0.002,2.65721316850141,2022-09-25T05:34:59,284,15,8,20,23
0.0023,3.055795143776621,2022-09-25T05:34:59,824,17,18,2,3
0.00215,2.856504156139016,2022-09-25T05:34:59,755,14,22,18,2
0.0024,3.188655802201692,2022-09-25T05:34:59,755,17,25,7,14
0.00225,2.989364814564086,2022-09-25T05:34:59,755,15,18,7,4
0.0024,3.188655802201692,2022-09-25T05:34:59,342,18,4,19,20
0.0549,72.9405014753637,2022-09-25T05:35:35,791,19,1,10,14
0.009,11.957459258256344,2022-09-25T05:35:35,66,0,6,13,21
0.0,0.0,2022-09-25T05:35:59,187,6,0,0,16
0.0025,3.3215164606267624,2022-09-25T05:36:47,437,17,20,11,10
0.256,340.1232855681805,2022-09-25T05:36:59,426,23,26,10,17
0.002,2.65721316850141,2022-09-25T05:37:11,91,23,21,13,17
0.1097,144.8694955501001,2022-09-25T04:03:59,470,21,6,16,16
0.0,0.0,2022-09-25T05:37:47,958,20,0,0,25
0.002,2.65721316850141,2022-09-25T05:38:23,474,14,18,5,20
0.0022,2.922934485351551,2022-09-25T05:38:23,501,0,0,21,16
0.005,6.643032921253525,2022-09-25T05:39:11,374,23,0,0,16
0.575,763.9487859441554,2022-09-25T05:39:11,64,0,0,0,0
0.0032,4.246741835939181,2022-09-25T05:01:35,229,0,0,21,16
0.04,53.1442633700282,2022-09-25T05:39:59,640,1,14,4,16
0.8,1062.885267400564,2022-09-25T05:39:59,969,0,0,0,0
0.0169,22.453451273836915,2022-09-25T05:39:59,443,14,25,16,1
0.001,1.328606584250705,2022-09-25T05:40:47,73,23,6,0,5
0.0645,85.90137731750661,2022-09-25T04:19:59,689,16,13,0,14
0.0018,2.391491851651269,2022-09-25T05:40:47,142,19,6,10,22
0.0,0.0,2022-09-25T05:40:59,246,18,18,6,9
0.065,86.35942797629582,2022-09-25T05:41:59,511,16,20,1,21
0.015,19.92909876376057,2022-09-25T05:41:59,575,16,20,11,21
0.0025,3.3215164606267624,2022-09-25T05:41:59,199,19,6,0,14
0.037,49.158443617276085,2022-09-25T05:42:23,807,16,6,0,16
0.0129,17.119678026129826,2022-09-25T04:26:47,922,16,0,17,0
0.11,146.14672426757755,2022-09-25T05:42:59,724,6,0,10,0
0.042,55.80147653852961,2022-09-25T05:42:59,673,14,3,12,16
0.0025,3.3215164606267624,2022-09-25T05:43:11,921,20,8,19,5
0.062,82.37360822354371,2022-09-25T05:43:11,575,15,23,1,23
0.041,54.472869954278906,2022-09-25T05:43:47,510,19,3,4,16
0.0418,55.535755221679466,2022-09-25T05:43:47,516,1,14,13,16
0.0018,2.391491851651269,2022-09-25T05:43:47,647,3,11,17,10
0.002,2.65721316850141,2022-09-25T05:43:59,474,17,19,19,3
0.002,2.65721316850141,2022-09-25T05:43:59,474,23,27,13,17
0.099,131.5320518408198,2022-09-25T05:44:11,637,16,15,17,0
0.00435,5.779438641490567,2022-09-25T05:44:23,414,16,0,4,8
0.0425,56.46577983065496,2022-09-25T05:44:47,269,11,9,1,16
0.024,31.88655802201692,2022-09-25T05:45:11,722,0,0,17,5
0.0139,18.4676315210848,2022-09-25T05:45:35,1035,22,6,16,16
0.01285,17.07259460762156,2022-09-25T05:45:35,210,22,0,10,16
0.145,192.64795471635225,2022-09-25T05:46:11,537,15,19,19,24
0.0425,56.46577983065496,2022-09-25T05:46:23,269,1,22,13,16
0.145,192.64795471635225,2022-09-25T05:46:35,537,23,2,19,24
0.0419,55.66861588010454,2022-09-25T05:47:11,269,11,3,14,16
0.0649,86.22656731787076,2022-09-25T05:47:23,383,18,16,16,5
0.0006,0.797163950550423,2022-09-25T05:47:47,473,15,0,12,17
0.0006,0.797163950550423,2022-09-25T05:48:23,473,23,0,0,27
0.0219,28.94412509943757,2022-09-25T02:52:59,177,15,0,10,23
0.0107,14.216090451482543,2022-09-25T05:48:47,630,23,18,18,20
0.0059,7.838778847079159,2022-09-25T05:48:47,332,0,15,0,16
0.0,0.0,2022-09-25T05:49:23,641,21,10,16,0
0.088,116.91737941406204,2022-09-25T05:49:23,534,15,16,5,5
0.00245,3.2550861314142274,2022-09-25T05:49:35,755,18,17,5,2
0.0214,28.28330032547781,2022-09-25T02:57:59,177,13,11,0,12
0.341,452.8120158186264,2022-09-25T05:21:11,732,23,16,19,17
0.0058,7.705918188654089,2022-09-25T05:51:11,877,6,15,0,16
0.0109,14.481811768332683,2022-09-25T05:51:47,944,0,0,0,16
0.0153,20.327680739035788,2022-09-25T05:52:11,443,15,18,20,17
0.019,25.2435251007634,2022-09-25T05:52:11,1022,2,0,17,10
0.0012689,1.6858688947557197,2022-09-25T05:54:11,192,15,6,0,25
2.80004999999,3697.7377485287975,2022-09-25T03:17:59,908,20,25,7,11
0.0,0.0,2022-09-25T05:54:59,570,18,0,1,26
0.004,5.31442633700282,2022-09-25T05:54:59,159,17,23,19,13
0.0038,5.048705020152679,2022-09-25T05:55:23,296,23,12,15,16
0.0037,4.915844361727609,2022-09-25T05:55:23,28,0,6,0,16
0.006,7.914947045154534,2022-09-25T02:03:23,202,0,6,12,16
0.02,26.5721316850141,2022-09-25T05:55:47,990,15,25,9,23
0.0425,56.46577983065496,2022-09-25T05:56:47,514,18,9,4,16
0.001333,1.77103257680619,2022-09-25T05:57:59,785,4,11,17,14
0.0021,2.7900738269264806,2022-09-25T05:58:11,472,16,6,10,0
0.0,0.0,2022-09-25T05:59:11,482,15,18,1,25
0.0,0.0,2022-09-25T06:00:11,490,18,0,10,12
0.002,2.65721316850141,2022-09-25T06:01:23,107,0,9,0,17
0.0045,5.978729629128172,2022-09-25T06:01:23,902,17,0,4,12
0.0542,71.58523503770763,2022-09-25T01:54:59,548,0,6,9,18
0.0676,89.4038720326612,2022-09-25T02:10:23,548,17,6,9,6
0.0371,49.26488500548693,2022-09-25T05:15:59,444,17,0,10,22
0.067,89.01664114479723,2022-09-25T06:01:47,388,16,25,6,23
0.001799,2.3901632450670185,2022-09-25T06:02:23,805,5,5,17,9
0.05,66.17546388677493,2022-09-25T06:02:47,530,0,0,20,8
0.0015,1.985263916603248,2022-09-25T06:02:47,484,16,0,15,25
0.00139,1.8396778960523432,2022-09-25T06:02:47,87,0,6,22,17
0.0015,1.985263916603248,2022-09-25T06:02:47,484,0,6,0,18
0.099,131.02741849581437,2022-09-25T06:04:11,146,12,25,16,23
1.24,1641.1515043920183,2022-09-25T06:04:23,1028,4,6,16,18
0.0219,29.166514158967363,2022-09-25T04:39:11,312,15,7,10,16
0.0044,5.845868970703102,2022-09-25T05:10:59,323,0,0,0,5
0.0,0.0,2022-09-25T06:05:35,259,21,6,5,27
0.099,131.02741849581437,2022-09-25T06:05:47,519,15,6,10,8
0.0125,16.543865971693734,2022-09-25T06:06:35,333,1,10,0,16
0.0,0.0,2022-09-25T06:06:59,456,16,17,1,24
0.19,251.46676276974475,2022-09-25T06:08:23,898,0,0,0,0
0.055,72.79301027545243,2022-09-25T06:08:23,11,18,19,8,10
0.00078,1.032337236633689,2022-09-25T06:08:23,489,19,0,0,0
0.099,131.02741849581437,2022-09-25T06:08:59,955,0,9,0,8
0.002,2.6470185554709973,2022-09-25T06:09:59,750,17,13,11,11
0.07,92.6456494414849,2022-09-25T06:10:23,394,16,17,1,5
0.05,66.17546388677493,2022-09-25T06:10:35,14,15,18,10,0
0.042,55.58738966489094,2022-09-25T06:11:47,510,18,25,1,16
0.0218,28.852502254633876,2022-09-25T06:12:47,430,15,7,0,16
0.03,39.70527833206496,2022-09-25T06:12:47,925,15,0,9,16
0.019,25.146676276974475,2022-09-25T06:12:47,1051,16,0,16,16
0.0007,0.9264564944148492,2022-09-25T06:12:59,869,13,0,0,16
0.03,39.70527833206496,2022-09-25T06:13:59,702,20,23,13,19
0.005,6.617546388677494,2022-09-25T06:14:35,147,15,25,12,18
0.009,11.91158349961949,2022-09-25T06:14:59,55,15,27,0,24
0.068,89.99863088601391,2022-09-25T06:15:59,71,16,7,0,16
0.0018,2.382316699923898,2022-09-25T06:15:59,789,18,19,19,26
0.003,3.981320471192983,2022-09-25T04:52:59,942,0,0,0,16
0.1,132.35092777354987,2022-09-25T06:16:11,967,15,26,16,17
0.01,13.235092777354987,2022-09-25T06:16:11,137,0,0,0,16
0.0245,32.42597730451972,2022-09-25T06:16:23,517,3,19,0,23
0.0245,32.42597730451972,2022-09-25T06:16:23,517,4,24,10,18
0.0245,32.42597730451972,2022-09-25T06:16:23,517,12,6,10,9
0.0245,32.42597730451972,2022-09-25T06:16:23,517,3,6,0,12
0.0245,32.42597730451972,2022-09-25T06:16:23,292,12,0,9,9
0.075,99.2631958301624,2022-09-25T06:16:59,526,0,0,0,18
0.043,56.910898942626446,2022-09-25T06:17:35,492,0,0,16,0
0.0626,82.79115960420992,2022-09-25T02:07:11,533,0,0,0,0
1.65,2183.790308263573,2022-09-25T06:17:35,309,5,6,11,0
0.00199999,2.64700532037822,2022-09-25T06:18:35,835,18,24,18,20
0.0,0.0,2022-09-25T06:19:23,407,23,9,10,14
0.0,0.0,2022-09-25T06:19:35,280,18,6,16,23
1.27,1680.8567827240834,2022-09-25T06:19:47,93,15,0,0,17
0.03,39.70527833206496,2022-09-25T06:19:47,650,22,0,10,16
0.00099,1.3102741849581436,2022-09-25T06:19:47,86,10,15,10,12
0.03,39.70527833206496,2022-09-25T06:19:47,216,22,0,10,16
0.032,42.35229688753596,2022-09-25T06:19:47,17,22,7,10,16
1.269999999999,1680.8567827227598,2022-09-25T06:19:47,171,22,0,10,7
0.068,89.99863088601391,2022-09-25T06:19:47,892,22,0,0,16
0.0051,6.749897316451043,2022-09-25T06:19:47,462,18,18,0,21
0.00075,0.992631958301624,2022-09-25T06:20:47,480,20,0,10,16
0.9,1191.158349961949,2022-09-25T06:20:47,287,20,7,0,16
0.065,86.02810305280741,2022-09-25T06:20:59,154,18,11,18,21
0.0838,110.9100774742348,2022-09-25T06:21:35,516,17,14,13,16
0.0187,24.668251624064965,2022-09-25T01:51:23,751,8,1,17,6
0.049,64.84041445369077,2022-09-25T06:17:11,405,5,5,0,16
