price_eth,price_usd,transaction_date,seller_address,background,eyes,body,mouth,head,clothes,hair
0.0025,3.6458618532759117,2022-09-18T06:35:47,0x2bb08ab147eadd9efb14e6a26afa99622e768fd4,,,,,,,
0.0024,3.5000273791448753,2022-09-18T06:35:47,0xc8ff67aa36f95dd6f706ac5f34762e5b75031fb7,,,,,,,
0.0024,3.5000273791448753,2022-09-18T06:35:47,0x8390881434e99b799ec9f38c728329db88bcfd7b,florest green,toxic beam,bone akita,angry,,bulletproof vest,cap backwards
0.1749,255.06449525518278,2022-09-18T06:35:47,0x778e6c00be68687c9125c0f7bd411703ac477027,,it's just tears,,mom's brush,,,
0.0317,46.22952829953856,2022-09-18T06:35:47,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.0022,3.2083584308828024,2022-09-18T06:35:47,0xc0bcd6139894af6fa6d318e94cea47a9d5054ad2,,,,,,,
0.0029,4.229199749800058,2022-09-18T06:35:47,0xd799c2fe0dd489adfc2cffba99233c7f8ee99da8,,,,,,,
0.0,0.0,2022-09-18T06:35:59,0xba15f7d1db6ab69cec83535d6a867b2c2d820066,,deal with it,,haughty ape,,,
0.031,45.20868698062131,2022-09-18T06:35:59,0x3fb4c7ebd16776176f75b8ace7077d3ccbbade10,,,,,,,
0.175,255.21032972931383,2022-09-18T06:35:59,0xfe53dc007c1eb38b5a101ff954a456f5d4334744,,i am ok,,dad's brush,,,
0.166,242.08522705752054,2022-09-18T06:36:11,0x1d90639f6d89d61099278ec4fe0257dd41518df3,,i will,,happy,,,
0.1,145.83447413103647,2022-09-18T06:36:11,0x9148954f107731c05a77bc605cf6b22d70ea7d8c,city northern lights,,roadster,,,,
0.0343,50.02122462694551,2022-09-18T06:36:11,0x462025fd60d1b0a1bb69cbd517249176ff83596b,,,,,,,
0.0096,14.000109516579501,2022-09-18T06:36:23,0x8115949804c22e03c95349a67c038c55730a4ba3,grey_background,,,,,,
0.0099,14.437612938972611,2022-09-18T06:36:23,0x7cb12ffab909f59cfa7a2fffa26a11d8b7a99239,grey_background,,,,,,
0.031,45.20868698062131,2022-09-18T06:36:23,0xe10772c3c2e8879b13d5d2886ef8e9f9b95b83aa,,,,,,,
0.0315,45.93785935127649,2022-09-18T06:36:47,0xffba913bb056544b75e57312ec3eae2528c285e1,,,,,,,
0.174,253.75198498800347,2022-09-18T06:36:47,0x4c0dbe2bfa35c379788d0d5b1d7f2e749945509f,,scientist,,meh,,,
0.009,13.125102671793282,2022-09-18T06:36:47,0x25a08d6c68183a371fd6015a28ad9a0aa57a9c57,,,,,,,
0.001545,2.2531426253245135,2022-09-18T06:36:47,0x5398c6c2f7a57be6c12137b672888714819511ab,,,,,,,
0.175,255.21032972931383,2022-09-18T06:36:47,0xce66f26a0708684738cab39f81e8148eb28e1ab7,,i am ok,,dot,,,
0.0317,46.22952829953856,2022-09-18T06:36:47,0x6635efbb877bdb525fa860c89015e0ced93262a4,,,,,,,
0.0011,1.6041792154414012,2022-09-18T06:36:47,0xe9d6bd2b7c27c0d77fb0ff10f5c50b0f197b9635,,,,,,,
0.035,51.04206594586277,2022-09-18T06:36:47,0x5cfd6c2f15eab9c9ecfbce1ea597b9fa4149a14f,,,,,,,
0.25,364.5861853275912,2022-09-18T06:36:47,0x9d44c9e7e2ed77337bc5e8ad8df7d184b5be1b92,,deal with it,,meh,,,
0.032,46.66703172193167,2022-09-18T06:36:59,0x5cdff840aabff38969ad8dfd9d12a78873cdc6a1,,,,,,,
0.0021,3.062523956751766,2022-09-18T06:36:59,0xa8f3ea37bf1bfee12a06dcb1cf14caa1fda4b879,,,,,,,
0.0017,2.47918606022762,2022-09-18T06:36:59,0x5398c6c2f7a57be6c12137b672888714819511ab,,,,,,,
0.005,7.2917237065518234,2022-09-18T06:36:59,0xfc0646efd7baf2de1dfe1eafa945747c62ab1e8e,,,,,,,
0.014,20.416826378345107,2022-09-18T06:36:59,0x0782529389c7db389a00cbb87058e15271f4f085,black_background,,,,,,
0.0,0.0,2022-09-18T06:37:11,0x833bd9227e235d4ab11aa4be4b12b6ad876cf3f2,green,ootw,cream,oo,,striped tee ,
0.033,48.125376463242034,2022-09-18T06:37:11,0x91671fb0310adff6786d16d0a491225e6f31504a,,,,,,,
0.0085,12.3959303011381,2022-09-18T06:37:11,0x6edb7d704503ed8762183449a1eeb64b10627c49,beige_background,,,,,,
0.033,48.125376463242034,2022-09-18T06:37:11,0xedb31a8564cc373bf36ab62cd1a77b5f6f4fd35a,,,,,,,
0.0599,87.35485000449084,2022-09-18T06:37:11,0x89d0f25aeeac1183e34903e3d47e4964903aa8d5,,,,,,,
